tweet,avgProfileScore,favourite_count,hashtags,isRetweet,maxScore,retweet_count,urls,SA,label
"RT @NOFAS_USA: Join us for a Twitter Chat Sept. 6th, 2:00pm ET. Use #FASDchat NOFAS is partnering with @CDC_NCBDDD @acognews @nasw https://…",5.970505814,12,1,0,10.59648472,9,0,0,3
The @NASWTX chapter has #HurricaneHarvey info &amp; resources on its website: https://t.co/KTHiMIzowK https://t.co/trj59ggeyo,6.218780709,13,1,1,7.871692664,14,1,0,5
Texas allowing social workers from outside Texas to come to state to help #HurricaneHarvey victims: https://t.co/pSGBXiOqO5 @NASWTX https://t.co/o3TCkqotQb,5.202305982,58,1,1,9.991315263,43,1,1,7
This sounds like a great chat! Take time to join it. https://t.co/irIcKQI1Pg,6.197160913,4,0,1,7.877776333,4,1,1,2
RT @BCSSW: Thanks to @nasw and @henryjdelima for bringing our newest #socialwork students into the fold. #orientation #classof2019 https://…,6.496661071,17,3,0,10.59648472,6,0,1,2
Take time to listen to this message from @SenStabenow! https://t.co/HNz5GWhiSv,5.115543307,11,0,1,7.767687277,5,1,0,3
Read important info on NASW efforts to monitor Pence-Kobach commission and protect voting rights https://t.co/7bcT87MCVa @civilrightsorg https://t.co/bXWx1GV5mL,6.739212736,14,0,1,10.68177979,15,1,1,7
NASW opposes @realDonaldTrump ban on troops who are transgender: https://t.co/U65PK9cNwi https://t.co/a3C9xKvmSa,5.144356439,61,0,1,7.733245647,20,2,0,8
RT @epflcswccm: Health &amp; Mental Health Volunteers Needed 4 Hurricane Harvey | American Red Cross @nasw @CCM_Cert @CMSANational https://t.co…,6.970581806,21,0,0,10.59648472,22,0,-1,4
Save the date for the 2018 NASW National Conference in Washington DC on June 20-23. More info coming soon! https://t.co/FQg6MoJzMZ,5.527889486,39,0,1,9.463353357,16,0,1,2
Watch this important webinar on mental health and transgender women from @NASW_PA https://t.co/2aTo0LbRso https://t.co/xGuXVqOwQk,5.175712162,10,0,1,6.939253946,8,1,1,8
The @NASWTX chapter will put  #HurricaneHarvey updates on its website https://t.co/KTHiMIzowK &amp; Facebook page,2.197224577,12,1,1,2.197224577,2,1,0,4
Social workers who wish to help during #HurricaneHarvey should volunteer with @RedCross,5.819425301,33,1,1,7.746732908,23,0,1,8
The @NASWTX chapter is urging social workers to follow #HurricaneHarvey evacuation orders https://t.co/M05vqGMhg3,5.72937936,11,1,1,6.939253946,3,0,1,5
"RT @NASWMI: Welcome @nasw 's newest member, Carly from @gvsu_ssw ! Carly is president of the BSW student organization. https://t.co/OmxSjzu…",10.59648472,14,0,0,10.59648472,1,0,1,1
Are you an employer looking for social work staff? Register for NASW's Virtual Career Fair on 9/14: https://t.co/4rFUA0UP3Q https://t.co/dGbhmqhS7V,5.560014825,8,0,1,7.746732908,6,1,1,1.5
RT @Action_Alliance: #NSPW is right around the corner! Join our Thunderclap https://t.co/3lWlNi7RWF @nationalcouncil @NAMICommunicate @APA…,8.130631197,6,1,0,10.59648472,17,1,1,2
Congratulations Carol Campbell Edwards! @naswfl https://t.co/MT0SbkEQb9,6.31984876,10,0,1,6.939253946,2,1,0,1
"NASW urges social workers to watch documentary ""CARE"" @PBS starting 9/5 https://t.co/JdqbjCo6wB https://t.co/ahIqwazK7e",5.257434938,17,0,1,7.529406458,16,1,1,6
Our condolences to the family and friends of the social workers in Sierra Leone who died. https://t.co/avu4ToGZa5,5.444448235,33,0,1,7.438971592,14,1,1,3
Take @CMSGov webinar 9/14 on family caregiving featuring NASW member Tziona Regev &amp; earn 1 NASW-approved CE credit:  https://t.co/uVNcb24sJe https://t.co/ryxD8I7gdJ,5.194742095,9,0,1,5.973809612,6,1,0,3
"RT @NOFAS_USA: Join us for a Twitter Chat Sept. 6th, 2:00pm ET. Use #FASDchat
NOFAS is partnering with @CDC_NCBDDD @acognews @nasw https://…",7.201894288,15,1,0,10.59648472,16,0,0,1
Learn more about how to reframe elder abuse by joining a free NCEA–FrameWorks Webinar on Sept. 7: https://t.co/rGY0ACOP8V https://t.co/pr0CF74fJH,0.693147181,3,0,1,0.693147181,1,1,1,2
NASW is contributing to this project as a member of the Reframing Elder Abuse Committee. https://t.co/RyQPoj9JMl,0,1,0,1,0,0,1,0,3
The #NCEAnow Twitter chat was part of Reframing Elder Abuse Project led by the National Center on Elder Abuse &amp; the FrameWorks Institute.,0,2,1,1,0,0,0,-1,7
Read transcript of 8/17 Twitter chat that NASW joined on reframing elder abuse as a social justice issue: https://t.co/boIVoRqqb7 https://t.co/32UkPMMqCo,4.744932128,3,0,1,4.744932128,2,1,1,7
NASW ACTION ALERT: Contact Congress &amp; urge them to increase Geriatrics Workforce Enhancement Program (GWEP) funding! https://t.co/0Ffo7JrTyA https://t.co/xy9nE7XxOF,5.508116614,9,0,1,8.345217927,6,1,1,8
"RT @NASWNYC: 5 Ways #White #SocialWorkers Can Respond to the #Charlottesville Aftermath
https://t.co/WfydTEGjvT

#socialworkinthecity",6.765748296,8,4,0,10.59648472,5,1,0,8
"Read ""I Don't Want to be a Racist,"" a blog entry from @SC_NASW Executive Director Carla Damron https://t.co/G57OadjF55 #Charlottesville https://t.co/UuotMV5NMW",5.259687824,3,1,1,5.723585102,3,1,0,7
Check out how NASW member Adriana Flores is helping women who are low-income in her community. https://t.co/hVx8lLlxoM,6.718360326,8,0,1,7.299797367,4,1,0,8
RT @NCEAatUSC Look out for NCEA reframed materials coming soon i.e. public awareness flyers and videos!  #nceanow,0,2,1,1,0,0,0,0,3
"RT @NCEAatUSC NCEA has learned that when it comes to reframing, practice makes perfect.  #NCEAnow https://t.co/dxTRr0nElj",0,0,1,1,0,0,1,1,4
"RT @FrameWorksInst A5 Repeating, reinforcing that master narrative will, over time, be more likely to shift public thinking.  #nceanow",0,2,1,1,0,0,0,1,2.52
"RT @FrameWorksInst A5 To amplify a more meaningful &amp; engaging discourse around elder abuse, repetition is our friend. #nceanow",0,0,1,1,0,0,0,1,4
RT @FrameWorksInst A5 This framing generated deeper understanding of elder abuse &amp; cultivated support for policy solutions #nceanow,0,0,1,1,0,0,0,0,4
"RT @FrameWorksInst A5 Finally, use explanatory chains to illustrate how to prevent &amp; address elder abuse #nceanow",0,0,1,1,0,0,0,0,3
"RT @FrameWorksInst A5 To build your Structure of Justice narrative, add individual cases to the story #nceanow",0,0,1,1,0,0,0,0,1
RT @FrameWorksInst A5 “Social structures” explanatory metaphor helps explain how social supports prevent elder abuse. #nceanow,0,1,1,1,0,0,0,1,5
"RT @FrameWorksInst A5 Frame elements, Structure of Justice narrative: “justice” as a value--promotes collective responsibility. #NCEAnow",0,1,1,1,0,0,0,0,1.51
